"guide","point_est","gene_name","lower_ci","upper_ci","p_onetail","p_twotail","fdr"
"Jmjd1c_3",0.960664516504023,"Jmjd1c",0.842974007906121,1.05530108580049,0.4,0.8,0.857458563535912
"Jmjd6_1",1.08219312430246,"Jmjd6",0.894586958544691,1.21655031557453,0.2,0.4,0.580186915887851
"Jmjd6_2",0.979901856009781,"Jmjd6",0.902504139481125,1.06977207979008,0.3,0.6,0.74496
"Jmjd6_3",0.931240258654415,"Jmjd6",0.745862771086535,1.06309669301439,0.2,0.4,0.580186915887851
"Jmjd8_1",0.999846084149713,"Jmjd8",0.93588955260221,1.14928441816926,0.2,0.4,0.580186915887851
"Jmjd8_2",1.03894203828722,"Jmjd8",0.950278463732804,1.22088653054176,0.5,1,1
"Jmjd8_3",0.952634161281621,"Jmjd8",0.858944394679065,1.02845848910939,0.2,0.4,0.580186915887851
"Kat2b_1",1.02292919859127,"Kat2b",0.928234781281637,1.14056615205098,0.4,0.8,0.857458563535912
"Kat2b_2",1.00967780101677,"Kat2b",0.946760417639683,1.09582333473281,0.4,0.8,0.857458563535912
"Kat2b_3",1.03101718485598,"Kat2b",0.926007462849109,1.17232034771552,0.4,0.8,0.857458563535912
"Kat5_1",0.929986773803333,"Kat5",0.792438347899593,1.13811174136989,0.2,0.4,0.580186915887851
"Kat5_2",0.772199010265751,"Kat5",0.719350262550156,0.860181625650837,0,0,0
"Kat5_3",0.812873774386506,"Kat5",0.720343671934611,0.980517752622372,0.1,0.2,0.38320987654321
"Kat6a_1",0.826381248108475,"Kat6a",0.739155775290931,0.936000500385532,0,0,0
"Kat6a_2",0.995900099770866,"Kat6a",0.943053749341702,1.08941431651656,0.3,0.6,0.74496
"Kat6a_3",0.929219395172445,"Kat6a",0.808421086348408,1.0692523405983,0.2,0.4,0.580186915887851
"Kat7_1",1.54316354741523,"Kat7",1.38845022158931,1.78787156150988,0,0,0
"Kat7_2",1.2430170986871,"Kat7",1.08753970255415,1.45074496958974,0,0,0
"Kat7_3",1.50435615513247,"Kat7",1.19295582247823,1.78170559285823,0,0,0
"Kdm1a_1",0.945926227275787,"Kdm1a",0.869159080709126,0.988147171982752,0,0,0
"Kdm1a_2",0.892549259243706,"Kdm1a",0.802913857928028,0.99604590121775,0,0,0
"Kdm1a_3",0.917282866382903,"Kdm1a",0.74595686695876,1.10055325226425,0.1,0.2,0.38320987654321
"Kdm2a_1",0.850222130513728,"Kdm2a",0.737436653473757,0.939004120889741,0,0,0
"Kdm2a_2",0.889546087889359,"Kdm2a",0.794269180977508,0.976734424025788,0,0,0
"Kdm2a_3",0.859603913466872,"Kdm2a",0.750845781197227,0.961235591094733,0,0,0
"Kdm3b_1",0.958731883436294,"Kdm3b",0.861441500423473,1.07390217132755,0.1,0.2,0.38320987654321
"Kdm3b_2",1.14089412149623,"Kdm3b",1.05399940640188,1.27373982649777,0,0,0
"Kdm3b_3",1.21955252027489,"Kdm3b",1.1452315946648,1.29952268762214,0,0,0
"Kdm5c_1",1.20477520915254,"Kdm5c",1.00215659360611,1.3521933100323,0.1,0.2,0.38320987654321
"Kdm5c_2",1.00960060245782,"Kdm5c",0.888464122929783,1.09843071083204,0.4,0.8,0.857458563535912
"Kdm5c_3",1.15266110675472,"Kdm5c",1.01908699015042,1.28597954305563,0,0,0
"Kdm6a_1",0.959209633844267,"Kdm6a",0.90762878510662,1.04900565501177,0.2,0.4,0.580186915887851
